seq,time_stamp,frame_id,px,py,pz,qx,qy,qz,qw
2266,1548035025327671108,base_link,0.10664792358875275,0.10128286480903625,0.4526561498641968,-0.3349549244976228,0.37798870276509766,-0.6660968136993158,0.5488576991501252
2267,1548035025376188227,base_link,0.11030358821153641,0.10742825269699097,0.4695412516593933,-0.35249781058186513,0.38641546822137823,-0.6678126681700933,0.529579663210159
2268,1548035025412619904,base_link,0.11102131009101868,0.10614393651485443,0.4645236134529114,-0.35076917664831087,0.38275676138161013,-0.6701436828269971,0.5304391489107843
2269,1548035025455777065,base_link,0.11144997924566269,0.10723302513360977,0.46217769384384155,-0.3450770903487523,0.38722398993697826,-0.6673866858597259,0.5343916119017005
2270,1548035025498245488,base_link,0.11289110779762268,0.10867559164762497,0.4669061601161957,-0.3464953750586495,0.3916316747563167,-0.669144669377659,0.5280255655117388
2271,1548035025539527881,base_link,0.11452566087245941,0.10890121757984161,0.4681631922721863,-0.3456801640708053,0.39273333416959627,-0.6696280219254451,0.5271281292553349
2272,1548035025583861166,base_link,0.11611317098140717,0.10830636322498322,0.46958592534065247,-0.34354549412054936,0.3957481574206478,-0.6706174281920914,0.5250068136440278
2273,1548035025619839015,base_link,0.11621981114149094,0.10794851928949356,0.4661666750907898,-0.3380680030502642,0.39673555723734255,-0.6692062634423219,0.5295978662218599
2274,1548035025663268244,base_link,0.11657286435365677,0.10850091278553009,0.46747565269470215,-0.3363205154226207,0.40041960153449324,-0.6700620971870076,0.5268485926014893
2275,1548035025705579241,base_link,0.11733091622591019,0.10840390622615814,0.46644073724746704,-0.337227390938017,0.39943143800597314,-0.6720882250818514,0.524432675221467
2276,1548035025749007775,base_link,0.11833041161298752,0.10849554091691971,0.47050929069519043,-0.3361488832373908,0.4086310516115093,-0.6667521943751699,0.5248486479481705
2277,1548035025786686085,base_link,0.11778389662504196,0.10548383742570877,0.4691195487976074,-0.3339154038811266,0.40751764072837315,-0.6709481943114316,0.5217838595590265
2278,1548035025832215715,base_link,0.11725196242332458,0.10351178050041199,0.4646199345588684,-0.3291100961378103,0.40608071790358,-0.6710518704110956,0.5258083133470262
2279,1548035025874240191,base_link,0.11757087707519531,0.1031244695186615,0.4656819701194763,-0.3277818641806942,0.40712017324246536,-0.6726818394215828,0.5237474171446099
2280,1548035025910637522,base_link,0.11863324791193008,0.10225484520196915,0.46457526087760925,-0.3270585650170017,0.4046266426007315,-0.6753175326378005,0.5227391369112062
2281,1548035025959438212,base_link,0.11992128938436508,0.1029440388083458,0.4663830101490021,-0.32579750878709673,0.4082052071757366,-0.6720397727076923,0.5249638425660654
2282,1548035025998139611,base_link,0.1216396912932396,0.10263239592313766,0.4695490002632141,-0.3264213542358382,0.4099102285845628,-0.6747088767427858,0.5197986491374155
2283,1548035026041244386,base_link,0.1233108788728714,0.10118148475885391,0.4704163670539856,-0.3240244072319073,0.41498838121719084,-0.6721801122192812,0.5205446414186029
2284,1548035026079964292,base_link,0.12401064485311508,0.09841935336589813,0.46981844305992126,-0.32147157111937463,0.41685271725134065,-0.6739596092721566,0.5183322160081667
2285,1548035026123520050,base_link,0.12422870844602585,0.09530262649059296,0.46422916650772095,-0.3176097482210995,0.41568787922419603,-0.6758095486271039,0.5192389516257907
2286,1548035026162542501,base_link,0.12482500076293945,0.09363481402397156,0.46350717544555664,-0.313979920719252,0.4227504879227652,-0.6717203503658294,0.5210474117108759
2287,1548035026207987872,base_link,0.1249256283044815,0.09060133248567581,0.462623655796051,-0.31355641725666145,0.42357437916787755,-0.6751681968640868,0.5161540704605657
2288,1548035026249817201,base_link,0.12470042705535889,0.08686772733926773,0.4561864733695984,-0.31027133568503645,0.42199687806924085,-0.6743547990982757,0.5204766450909799
2289,1548035026287543809,base_link,0.1232205182313919,0.08494509756565094,0.45020171999931335,-0.3037956033782199,0.4231222573356898,-0.6728550187633359,0.5253017327595678
2290,1548035026330422272,base_link,0.12353602796792984,0.08495508134365082,0.4509319067001343,-0.3039903488735551,0.42468869344769994,-0.6751499990799096,0.5209624364499017
2291,1548035026370164896,base_link,0.12313415855169296,0.08398286253213882,0.4488883316516876,-0.30246216848190144,0.4255067865687384,-0.6729375394851894,0.5240378604383381
2292,1548035026414701336,base_link,0.12213733047246933,0.08380049467086792,0.4479486644268036,-0.3009121804899956,0.4253108627617164,-0.6726415032716342,0.5254673517223659
2293,1548035026457928116,base_link,0.12171332538127899,0.08439368009567261,0.4492652416229248,-0.301281227203105,0.42398524787814634,-0.6733654773955973,0.5253999101336968
2294,1548035026494011901,base_link,0.1222350150346756,0.08482487499713898,0.45431986451148987,-0.3033836672017807,0.4255698922020427,-0.6728229042312627,0.5236009519358708
2295,1548035026543982725,base_link,0.1215110644698143,0.08417124301195145,0.4545110762119293,-0.30131996377625647,0.42447112151395444,-0.6731812377148427,0.5252214462674519
2296,1548035026584113805,base_link,0.12141735106706619,0.08388370275497437,0.45707792043685913,-0.30073385810887315,0.4253289346152443,-0.6744930400455321,0.5231764357233131
2297,1548035026617694554,base_link,0.12092772126197815,0.0831267237663269,0.45651206374168396,-0.29891375169249695,0.4235253774348289,-0.6767634564339533,0.5227504641350125
2298,1548035026664664581,base_link,0.12059105187654495,0.0829090029001236,0.45669686794281006,-0.29652860660557273,0.4241577832656509,-0.677939696562537,0.5220715738138034
2299,1548035026707908940,base_link,0.12086398899555206,0.08326548337936401,0.45839279890060425,-0.29626981220014903,0.425195595742967,-0.6789749243271983,0.5200249569727851
2300,1548035026749093811,base_link,0.12043341249227524,0.08315757662057877,0.4579066336154938,-0.2943531543134748,0.4250036964984595,-0.6790127128548554,0.5212195451917002
2301,1548035026789319062,base_link,0.1205471083521843,0.08380131423473358,0.4593513309955597,-0.2927726441033147,0.42620733516811315,-0.6796144091275668,0.5203419464350704
2302,1548035026827847767,base_link,0.12073545157909393,0.08405452966690063,0.4606885313987732,-0.2933026848148,0.42580698605131095,-0.6805203160773524,0.519185944644411
2303,1548035026875960612,base_link,0.11901701241731644,0.08522651344537735,0.4564395844936371,-0.28734535027713554,0.42371003766631327,-0.6800392741916446,0.5248323915421211
2304,1548035026909920413,base_link,0.1188276931643486,0.08917839825153351,0.4616231322288513,-0.28759358014491304,0.4250904523291899,-0.6830499976398454,0.5196448217024809
2305,1548035026955190038,base_link,0.11937347799539566,0.09257154911756516,0.46529698371887207,-0.2890187219323844,0.42559845931223445,-0.6837194460037581,0.5175537160140365
2306,1548035026993563477,base_link,0.11996482312679291,0.09457267075777054,0.47120943665504456,-0.29082412088607507,0.42821007886401397,-0.6852966118178743,0.5122753291942312
2307,1548035027043624277,base_link,0.12001863867044449,0.09518767148256302,0.46969759464263916,-0.2865035527377591,0.42558279948003414,-0.6893795625214055,0.5114203885583506
2308,1548035027077950777,base_link,0.12110944092273712,0.09706492722034454,0.4740273356437683,-0.287670423407422,0.4306779931895295,-0.6875940967551576,0.5088973882682967
2309,1548035027119604247,base_link,0.12137049436569214,0.09717807173728943,0.4748854339122772,-0.28854909737561585,0.4293162488463393,-0.6882029106920299,0.5087275602866864
2310,1548035027167767038,base_link,0.12067382782697678,0.09756970405578613,0.47135129570961,-0.28772504523339354,0.425030903781263,-0.688027507003852,0.5130118700209471
2311,1548035027202953717,base_link,0.12300007045269012,0.1000056266784668,0.4791700839996338,-0.2919473991323921,0.42877276179293283,-0.6901208056788005,0.5046324488709935
2312,1548035027248190768,base_link,0.12450370192527771,0.09885898977518082,0.47736766934394836,-0.2858230031009118,0.43120269196299293,-0.6928541713111376,0.5023171773282309
2313,1548035027286462705,base_link,0.12568850815296173,0.09924758970737457,0.47826921939849854,-0.2836662025415815,0.4374394766947887,-0.6900172849084767,0.5020521250748395
2314,1548035027331626089,base_link,0.126945361495018,0.09915991127490997,0.4784977436065674,0.2796276371437354,-0.43889020900889325,0.6943854732360619,-0.49700360515822395
2315,1548035027370304097,base_link,0.12788359820842743,0.09925270080566406,0.47477346658706665,0.277225731426307,-0.4384250652812001,0.6943816670968053,-0.4987619235348524
2316,1548035027415437363,base_link,0.13141290843486786,0.10060050338506699,0.4807681143283844,0.2798479926002027,-0.44522132914693596,0.6949020055625595,-0.4904837120388454
2317,1548035027456476995,base_link,0.13342539966106415,0.09881795197725296,0.4776082932949066,0.2759641515840237,-0.4456475278638962,0.6974736290282175,-0.4886436377970312
2318,1548035027497808246,base_link,0.1356545388698578,0.09865856170654297,0.475380539894104,0.27186676314891467,-0.4493647499599251,0.6960786887372673,-0.48952450773601974
2319,1548035027541370061,base_link,0.13866020739078522,0.09849103540182114,0.4773009717464447,0.271228713548055,-0.45354187685129993,0.6961669602213008,-0.48588714161366847
2320,1548035027577782947,base_link,0.14192593097686768,0.09717728197574615,0.4752628803253174,0.269301934886096,-0.4546602304762771,0.698247272046017,-0.4829195479271459
2321,1548035027621096333,base_link,0.14498433470726013,0.09693682193756104,0.47606489062309265,0.2632840411886606,-0.46195034725466433,0.6951976563440309,-0.4837185224285187
2322,1548035027665971554,base_link,0.14771056175231934,0.0959792509675026,0.47821635007858276,0.26734355470913085,-0.46157545662335664,0.6939032159757648,-0.4837084333117596
2323,1548035027707105244,base_link,0.15006959438323975,0.09428185969591141,0.4778626561164856,0.2715280570364964,-0.4613113967557527,0.6902374703819937,-0.48686398916525764
2324,1548035027745965420,base_link,0.15429657697677612,0.09186062216758728,0.4834204614162445,0.2699209200886636,-0.46770814224363594,0.6901393310404718,-0.48176705400899517
2325,1548035027786228719,base_link,0.15663672983646393,0.08687853068113327,0.4794851541519165,0.2644077512079009,-0.4679370395454286,0.6922480885803943,-0.4815766314714941
2326,1548035027831469162,base_link,0.15696607530117035,0.08361195027828217,0.4734121561050415,0.25374946957949607,-0.47362863613166106,0.6877839652093576,-0.48809869793421923
2327,1548035027873316039,base_link,0.15811704099178314,0.08249914646148682,0.4748461842536926,0.2506491331000979,-0.474959930237673,0.6891850462522843,-0.48642784538616923
2328,1548035027913969784,base_link,0.15946786105632782,0.08126778155565262,0.4742259979248047,0.250215234542241,-0.4749402730608367,0.690925470573766,-0.48419631095278826
2329,1548035027959469770,base_link,0.16059623658657074,0.07988622784614563,0.4746444821357727,0.24713006907963975,-0.4806795378250564,0.6881490454304915,-0.48407107137907546
2330,1548035027994281321,base_link,0.16002821922302246,0.07794740051031113,0.47175800800323486,0.24450518180235967,-0.47963807597392605,0.6886838558961207,-0.48567383991303936
2331,1548035028041189858,base_link,0.15894253551959991,0.07690733671188354,0.4683542549610138,0.24274406042191865,-0.4803520972285885,0.6859312216659682,-0.48973007153105175
2332,1548035028081353802,base_link,0.1599215567111969,0.07732683420181274,0.47252002358436584,0.24539982427661203,-0.48056832427989915,0.6880003030323082,-0.48527167130512544
2333,1548035028120288605,base_link,0.15968330204486847,0.0758117064833641,0.46973010897636414,0.2433989081944853,-0.4794533633895484,0.6885931439651606,-0.4865397475112981
2334,1548035028162238894,base_link,0.16036656498908997,0.07590387016534805,0.4705810248851776,0.24138265758131194,-0.4815212976704584,0.6878553655436864,-0.4865456284887396
2335,1548035028202854993,base_link,0.15944154560565948,0.07632222026586533,0.4700999855995178,0.23866073979274446,-0.4812165173380816,0.686317086131661,-0.49034739930617977
2336,1548035028246880533,base_link,0.15834994614124298,0.07789194583892822,0.47147485613822937,0.2387412236034136,-0.47896965999542207,0.6858877207570604,-0.49310113310648507
2337,1548035028287253186,base_link,0.15885189175605774,0.07951844483613968,0.4768979251384735,0.24303482908922647,-0.4774047547497606,0.6872147020734533,-0.49066763215641845
2338,1548035028331850300,base_link,0.15700924396514893,0.07997804135084152,0.47412407398223877,0.24250073466798905,-0.474178550372586,0.6866502481242831,-0.4948328331900571
2339,1548035028373801062,base_link,0.15582624077796936,0.08236561715602875,0.47573575377464294,0.24432647936157126,-0.4723893703907237,0.6865678469560941,-0.495759463601764
2340,1548035028412499091,base_link,0.15571509301662445,0.08412421494722366,0.4782501757144928,0.24781280607662567,-0.4696500067360769,0.6895524289974801,-0.49247855992003026
2341,1548035028456916941,base_link,0.15479563176631927,0.08551806956529617,0.4763166606426239,0.2496292700711347,-0.4682907440996663,0.6879693188309864,-0.4950628473856241
2342,1548035028495642728,base_link,0.15404966473579407,0.08656831085681915,0.4757167398929596,0.2544389476483779,-0.4657571211761176,0.6883684989338308,-0.4944491234383027
2343,1548035028539992754,base_link,0.15297766029834747,0.08701641857624054,0.4725385010242462,0.2586137475002781,-0.46438324395878516,0.6861698454792236,-0.4966266963114209
2344,1548035028580315168,base_link,0.15079550445079803,0.08767659962177277,0.4682454466819763,-0.2584423989517418,0.4630195920471868,-0.6837882268894643,0.5012524758760675
2345,1548035028623114085,base_link,0.1502724587917328,0.08983838558197021,0.470220685005188,-0.2638115923319478,0.4610983726375731,-0.6833487490576904,0.5008255401470192
2346,1548035028666144898,base_link,0.15016242861747742,0.09118854999542236,0.47285306453704834,0.26725766086857394,-0.46114591932132665,0.6831530050598648,-0.49921914574465526
2347,1548035028705017359,base_link,0.1501322239637375,0.09121260046958923,0.4723441004753113,0.27044834885748414,-0.45832300791997715,0.6857815013625203,-0.49648911710168697
2348,1548035028749228257,base_link,0.15005391836166382,0.0915171280503273,0.4713420867919922,0.2708271132329164,-0.46038087355262575,0.6825437893775018,-0.4988347437649536
2349,1548035028783391478,base_link,0.14913251996040344,0.09140492230653763,0.47012627124786377,0.2711286159489922,-0.45929445879854064,0.6827701310978183,-0.499362415296954
2350,1548035028828035690,base_link,0.14774616062641144,0.09199518710374832,0.46710410714149475,-0.27131364056997204,0.4570246527599124,-0.6813529487812366,0.5032648749887711
2351,1548035028874243856,base_link,0.14758345484733582,0.09412261098623276,0.4709166884422302,-0.2736152591169459,0.4577294720296548,-0.6816258354725104,0.5010036335499193
2352,1548035028909760809,base_link,0.14717799425125122,0.09488373249769211,0.47004202008247375,0.27474562739565045,-0.45466543712116597,0.6842711798967392,-0.49956694534077584
2353,1548035028957946220,base_link,0.14711050689220428,0.0963040143251419,0.4705290198326111,-0.2755118879902209,0.45554703038762534,-0.6825062663506414,0.5007547294566344
2354,1548035028994572379,base_link,0.14799381792545319,0.09709464013576508,0.4726833701133728,0.27878925911444624,-0.4548824807832049,0.684858493068207,-0.49631373359124376
2355,1548035029041166186,base_link,0.14794565737247467,0.09685157984495163,0.47054368257522583,0.27787062839312127,-0.4559739222237152,0.6821181194328941,-0.4995903994970933
2356,1548035029081923567,base_link,0.14780741930007935,0.09736092388629913,0.47129732370376587,0.27829848651880856,-0.45551115197111125,0.6822747597109056,-0.49956050193416807
2357,1548035029120387125,base_link,0.1485462188720703,0.09739293158054352,0.4719838798046112,0.279402769879253,-0.45522896478098274,0.6830679958238081,-0.49811524257894596
2358,1548035029163197903,base_link,0.14889168739318848,0.09777970612049103,0.4715811014175415,0.27986929363872176,-0.4542239892518697,0.682998886150124,-0.4988649793120081
2359,1548035029205892740,base_link,0.15057781338691711,0.09797072410583496,0.473702073097229,0.28139301876626277,-0.4556479737754679,0.684329507455484,-0.49486969821323157
2360,1548035029250965008,base_link,0.15161214768886566,0.09733916074037552,0.47238314151763916,0.28199166005376847,-0.4558097958050923,0.6832967188611209,-0.49580613923373934
2361,1548035029289004783,base_link,0.1522194743156433,0.09725474566221237,0.4738636016845703,0.2816700493322196,-0.45982806066269244,0.6789851134589957,-0.4981960995807244
2362,1548035029328791539,base_link,0.15201516449451447,0.09572076052427292,0.4737345576286316,0.2830110393692827,-0.4581856639581028,0.6799339901364637,-0.4976549185886723
2363,1548035029371082162,base_link,0.15014638006687164,0.09431270509958267,0.4684617519378662,-0.2800143875800482,0.45725370736470294,-0.6773876439038442,0.5036436932354103
2364,1548035029412255637,base_link,0.14949344098567963,0.09449790418148041,0.46956849098205566,0.2804038502546865,-0.4572046719390463,0.6799705955284543,-0.4999775574324668
2365,1548035029455344150,base_link,0.14783960580825806,0.09349390864372253,0.46427682042121887,-0.2798007902669585,0.45412058421211,-0.680365568978529,0.5025820383871277
2366,1548035029495808166,base_link,0.14578621089458466,0.09440096467733383,0.4611389935016632,-0.2796854926105475,0.4534422117275016,-0.6779075508996955,0.5065644463244966
2367,1548035029540011629,base_link,0.14573036134243011,0.09584750980138779,0.46411657333374023,-0.283944734853943,0.45310756022271115,-0.6797433325113402,0.5020138726411093
2368,1548035029576342060,base_link,0.14369463920593262,0.09583080559968948,0.45983076095581055,-0.28181238030385247,0.4514598711113065,-0.6785946285129172,0.5062362069598099
2369,1548035029621838378,base_link,0.14286907017230988,0.09748520702123642,0.46250486373901367,-0.28461387431635077,0.4522845073021737,-0.6758642224780486,0.507583707160907
2370,1548035029665892191,base_link,0.1419125646352768,0.09817764908075333,0.4638533890247345,-0.28754501307873026,0.44847644334963416,-0.6778114370379785,0.506713332205228
2371,1548035029704517138,base_link,0.14059633016586304,0.09945090860128403,0.4647951126098633,-0.28671964550602175,0.4486877068035277,-0.6756759516812434,0.5098364394234085
2372,1548035029748908301,base_link,0.14017003774642944,0.10088619589805603,0.4696943461894989,-0.28889489467407037,0.44759782405476917,-0.6781521002682854,0.5062663890032675
2373,1548035029789202700,base_link,0.13818953931331635,0.10062777996063232,0.4667365849018097,-0.290354106195424,0.4423262162001519,-0.6766090000219969,0.5120959603109032
2374,1548035029830144768,base_link,0.13675598800182343,0.10262962430715561,0.4683803617954254,-0.2920127677718074,0.440784738471478,-0.6768783707905796,0.5121259893275972
2375,1548035029875941305,base_link,0.1357734352350235,0.10311867296695709,0.4690193235874176,-0.29479938407545914,0.4390734211080896,-0.6780878965716781,0.5103965698828369
2376,1548035029909697499,base_link,0.13300850987434387,0.10363002866506577,0.46435627341270447,-0.2929952889616271,0.4374250652336253,-0.6764932150312805,0.5149466020552935
2377,1548035029956595661,base_link,0.1320856511592865,0.10547199845314026,0.46682727336883545,-0.29731044948231106,0.43629141902097895,-0.6784408066567035,0.5108565025330386
2378,1548035029996520783,base_link,0.13068383932113647,0.10573168098926544,0.4647466540336609,-0.2990587490438769,0.4338415326355977,-0.6788563048387136,0.5113702245550039
2379,1548035030040697333,base_link,0.1285087913274765,0.10692136734724045,0.46290260553359985,-0.2983272554249515,0.43264262675034726,-0.6775456831940476,0.5145415953781454
2380,1548035030079071918,base_link,0.12822648882865906,0.10829244554042816,0.4661839008331299,-0.3038685365001229,0.43160717021498596,-0.6798905798590459,0.5090461300935467
2381,1548035030118091062,base_link,0.12713868916034698,0.10810423642396927,0.4639679789543152,-0.30430727819629566,0.42984166182266215,-0.6788174052709748,0.5117031918011409
2382,1548035030162569948,base_link,0.12582150101661682,0.10892166197299957,0.4640412926673889,-0.3027947789598649,0.4303043629712145,-0.6790045157628,0.5119632258437212
2383,1548035030202818279,base_link,0.125421941280365,0.1092185378074646,0.4640849232673645,-0.3039411254794324,0.42793976280649354,-0.6822961140398605,0.5088805011174273
2384,1548035030246149739,base_link,0.12582635879516602,0.10978604853153229,0.46549907326698303,-0.3060966908509699,0.4294485353035588,-0.6808550975123958,0.5082470930237567
2385,1548035030287548088,base_link,0.12704136967658997,0.10948216170072556,0.46744823455810547,-0.305177034468835,0.4306847015307511,-0.6865609348397103,0.5000117481141801
2386,1548035030331102191,base_link,0.12767170369625092,0.10797064006328583,0.4640145003795624,-0.2994519441749552,0.4348330417365845,-0.6853560696595705,0.5015334652091868
2387,1548035030372652528,base_link,0.12900812923908234,0.107761450111866,0.4662490487098694,0.3021213011196533,-0.43349814266615677,0.6865603654078375,-0.49943662697665336
2388,1548035030455038219,base_link,0.1376037299633026,0.10521241277456284,0.4677068293094635,0.29767817128661345,-0.4324880003785358,0.6947427808400302,-0.4916038083036939
2389,1548035030494801833,base_link,0.14280220866203308,0.10489780455827713,0.4716761112213135,0.293637115420055,-0.43380947844361295,0.6985796257426268,-0.4874146975190236
2390,1548035030541909715,base_link,0.14797472953796387,0.10312763601541519,0.4731389880180359,0.2915858949632268,-0.43462906930940604,0.7014545000386389,-0.48377352381592453
2391,1548035030578278333,base_link,0.1520836353302002,0.10110460221767426,0.47132349014282227,0.2860810127522516,-0.44821432886586277,0.6952528601796443,-0.48361661463807715
2392,1548035030623207384,base_link,0.15680710971355438,0.09933372586965561,0.4732666313648224,0.2822110180595482,-0.44789482942479875,0.6988123235499349,-0.48104937326127434
2393,1548035030665914377,base_link,0.15940020978450775,0.09633152931928635,0.46704691648483276,0.2761278240084086,-0.45542068686383635,0.6959860476300002,-0.4816106770922172
2394,1548035030704929973,base_link,0.1637149155139923,0.09581245481967926,0.4678092300891876,0.2710120231301622,-0.46447688293543044,0.6940408991326293,-0.4786657903680335
2395,1548035030788780211,base_link,0.17245426774024963,0.09117462486028671,0.46835583448410034,0.2630796148561326,-0.4722578486957593,0.6960401995361802,-0.47253537563026604
2396,1548035030830762225,base_link,0.17574937641620636,0.08856967836618423,0.467874139547348,0.2556698555667871,-0.47900583475614406,0.6960247630405589,-0.4698253552740225
2397,1548035030870867613,base_link,0.17831167578697205,0.08554723858833313,0.4647634029388428,0.2525428353624244,-0.47892940489026437,0.6974866200495589,-0.4694264120076831
2398,1548035030910371974,base_link,0.18107543885707855,0.08355499804019928,0.46287062764167786,0.2470040924467851,-0.488311802839384,0.6939322601178668,-0.4679728409747727
2399,1548035032038750934,base_link,0.08580084890127182,0.1413707286119461,0.530923068523407,-0.4064806144483626,0.3882057583621267,-0.6498144988286656,0.5116746196209244
2400,1548035032078804885,base_link,0.08671877533197403,0.1310574859380722,0.5279542803764343,-0.3999281793681717,0.37892488571526395,-0.658432285528974,0.5127770545822276
2401,1548035032375477674,base_link,0.13426801562309265,0.07563803344964981,0.4831441640853882,-0.31637479882531455,0.3836453929672337,-0.6890760712887299,0.5271597168795691
2402,1548035032408303829,base_link,0.14139065146446228,0.07710018008947372,0.4889858365058899,-0.3109113192613641,0.406257371518975,-0.6785198661281001,0.5271621106558749
2403,1548035032456533071,base_link,0.14718051254749298,0.08199190348386765,0.5034024715423584,-0.3047818570186816,0.4193684862830704,-0.6678853541879053,0.5340105298645212
2404,1548035032496438621,base_link,0.15191547572612762,0.08626362681388855,0.5255833864212036,-0.307417123474279,0.4199657403883631,-0.6661852054632039,0.5341542484309214
2405,1548035032541979851,base_link,0.15546751022338867,0.08904041349887848,0.5454923510551453,-0.30882160587748725,0.42089263597075416,-0.665529162778884,0.5334318496487414
2406,1548035032582005629,base_link,0.1580551564693451,0.09038981050252914,0.5599824786186218,-0.3078927639657384,0.4189203351236037,-0.6680519412841744,0.532366793164179
